case_number,court_division,court_location,disposition,disposition_date,disposition_found,duration,execution,file_date,hasAttyD,hasAttyP,inhad,inhap,initiating_action,isEntityD,isEntityP,judgment,judgment_for,judgment_for_pdu,judgment_total,latest_docket_date,property_address_city,property_address_state,property_address_zip,reason
21H83SP01023CI,southeast,Southeast Housing Court - Fall River,Pending,,,,,5/3/2021,1,0,1,0,SP Transfer- No Cause,0,0,,,,,5/12/2021,West Yarmouth,MA,02673,no cause
21H83SP01024NB,southeast,,Pending,,,,,5/3/2021,0,1,1,0,Efiled SP Summons and Complaint - Cause,0,1,,,,,5/7/2021,New Bedford,MA,02740,cause
21H83SP01025PL,southeast,Southeast Housing Court - Fall River,Pending,,,,,5/3/2021,0,1,1,0,Efiled SP Summons and Complaint - Cause,0,1,,,,,5/13/2021,Middleboro,MA,02346,cause
21H83SP01026CI,southeast,Southeast Housing Court - Fall River,Pending,,,,,5/3/2021,0,1,0,1,Efiled SP Summons and Complaint - Non-payment of Rent,0,0,,,,,5/13/2021,Mashpee,MA,02649,non-payment
21H83SP01027CI,southeast,Southeast Housing Court - Fall River,Pending,,,,,5/3/2021,0,1,0,1,Efiled SP Summons and Complaint - No Cause,0,0,,,,,5/13/2021,East Falmouth,MA,02536,no cause
21H83SP01028TA,southeast,,Pending,,,,,5/3/2021,0,0,0,0,SP Summons and Complaint - Non-payment of Rent,0,0,,,,,5/3/2021,Berkley,MA,02779,non-payment
21H83SP01029TA,southeast,Southeast Housing Court - Fall River,Pending,,,,,5/3/2021,0,1,1,0,Efiled SP Summons and Complaint - Cause,0,1,,,,,5/12/2021,Taunton,MA,02780,cause
21H83SP01030TA,southeast,Southeast Housing Court - Fall River,Pending,,,,,5/3/2021,0,1,1,0,Efiled SP Summons and Complaint - Cause,0,1,,,,,5/12/2021,Taunton,MA,02780,cause
21H83SP01031FR,southeast,,Pending,,,,,5/3/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,5/7/2021,Fall River,MA,02721,non-payment
21H83SP01032PL,southeast,,Pending,,,,,5/3/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,5/7/2021,Rockland,MA,02370,non-payment
21H83SP01033PL,southeast,,Pending,,,,,5/3/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,5/7/2021,Rockland,MA,02370,non-payment
21H83SP01034FR,southeast,,Pending,,,,,5/3/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,5/7/2021,Fall River,MA,02721,non-payment
21H83SP01035PL,southeast,,Pending,,,,,5/3/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,5/7/2021,Rockland,MA,02370,non-payment
21H83SP01036PL,southeast,,Pending,,,,,5/3/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,5/7/2021,Rockland,MA,02370,non-payment
21H83SP01037FR,southeast,,Pending,,,,,5/3/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,5/7/2021,Fall River,MA,02721,non-payment
21H83SP01038PL,southeast,,Pending,,,,,5/3/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,5/7/2021,Rockland,MA,02370,non-payment
21H83SP01039FR,southeast,,Pending,,,,,5/3/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,5/7/2021,Fall River,MA,02721,non-payment
21H83SP01040FR,southeast,Southeast Housing Court - Fall River,Pending,,,,,5/3/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,5/12/2021,Fall River,MA,02721,non-payment
21H83SP01041PL,southeast,Southeast Housing Court - Fall River,Pending,,,,,5/3/2021,0,1,1,0,Efiled SP Summons and Complaint - Cause,0,1,,,,,5/12/2021,Rockland,MA,02370,cause
21H83SP01042PL,southeast,Southeast Housing Court - Fall River,Pending,,,,,5/3/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,5/12/2021,Rockland,MA,02370,non-payment
21H83SP01043PL,southeast,Southeast Housing Court - Fall River,Pending,,,,,5/3/2021,0,1,0,1,Efiled SP Summons and Complaint - Non-payment of Rent,0,0,,,,,5/12/2021,Plymouth,MA,02360,non-payment
21H83SP01044PL,southeast,,Pending,,,,,5/4/2021,0,0,0,0,SP Summons and Complaint - Non-payment of Rent,0,0,,,,,5/4/2021,Middleboro,MA,02346,non-payment
21H83SP01045FR,southeast,,Pending,,,,,5/4/2021,0,0,0,0,SP Summons and Complaint - Non-payment of Rent,0,0,,,,,5/4/2021,Swansea,MA,02777,non-payment
21H83SP01046NB,southeast,,Pending,,,,,5/4/2021,0,1,0,1,Efiled SP Summons and Complaint - No Cause,0,0,,,,,5/4/2021,New Bedford,MA,02740,no cause
21H83SP01047NB,southeast,,Pending,,,,,5/4/2021,0,1,0,1,Efiled SP Summons and Complaint - No Cause,0,0,,,,,5/4/2021,New Bedford,MA,02746,no cause
21H83SP01048FR,southeast,,Pending,,,,,5/4/2021,0,1,0,1,Efiled SP Summons and Complaint - No Cause,0,0,,,,,5/4/2021,Fall River,MA,02724,no cause
21H83SP01049FR,southeast,,Pending,,,,,5/4/2021,0,1,0,1,Efiled SP Summons and Complaint - No Cause,0,0,,,,,5/4/2021,Fall River,MA,02724,no cause
21H83SP01050FR,southeast,Southeast Housing Court - Fall River,Pending,,,,,5/4/2021,0,1,0,1,Efiled SP Summons and Complaint - No Cause,0,0,,,,,5/12/2021,Fall River,MA,02721,no cause
21H83SP01051FR,southeast,,Pending,,,,,5/4/2021,0,1,0,1,Efiled SP Summons and Complaint - No Cause,0,0,,,,,5/4/2021,Fall River,MA,02721,no cause
21H83SP01052NB,southeast,,Pending,,,,,5/4/2021,0,0,0,0,SP Summons and Complaint - Non-payment of Rent,0,0,,,,,5/4/2021,New Bedford,MA,02745,non-payment
21H83SP01053NB,southeast,,Pending,,,,,5/4/2021,0,0,0,0,SP Summons and Complaint - No Cause,0,0,,,,,5/4/2021,New Bedford,MA,02740,no cause
21H83SP01054PL,southeast,,Pending,,,,,5/4/2021,0,0,0,0,SP Summons and Complaint - No Cause,0,0,,,,,5/5/2021,Plymouth,MA,02360,no cause
21H83SP01055FR,southeast,,Pending,,,,,5/4/2021,0,1,0,1,Efiled SP Summons and Complaint - No Cause,0,0,,,,,5/5/2021,Fall River,MA,02723,no cause
21H83SP01056PL,southeast,,Pending,,,,,5/5/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,5/5/2021,Marion,MA,02738,non-payment
21H83SP01057FR,southeast,,Pending,,,,,5/5/2021,0,1,1,0,Efiled SP Summons and Complaint - No Cause,0,1,,,,,5/5/2021,Fall River,MA,02723,no cause
21H83SP01058TA,southeast,,Pending,,,,,5/5/2021,0,1,0,1,Efiled SP Summons and Complaint - No Cause,0,0,,,,,5/6/2021,North Easton,MA,02356,no cause
21H83SP01059FR,southeast,,Pending,,,,,5/5/2021,0,1,0,1,Efiled SP Summons and Complaint - No Cause,0,0,,,,,5/5/2021,Fall River,MA,02721,no cause
21H83SP01060PL,southeast,,Pending,,,,,5/5/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,5/6/2021,Marshfield,MA,02050,non-payment
21H83SP01061PL,southeast,Southeast Housing Court - Fall River,Pending,,,,,5/6/2021,1,1,1,1,SP Transfer- No Cause,0,0,,,,,5/12/2021,Middleboro,MA,02346,no cause
21H83SP01062CI,southeast,,Pending,,,,,5/6/2021,0,0,0,0,SP Transfer- No Cause,0,0,,,,,5/6/2021,Hyannis,MA,02601,no cause
21H83SP01063NB,southeast,,Pending,,,,,5/6/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,5/12/2021,New Bedford,MA,02744,non-payment
21H83SP01064PL,southeast,,Pending,,,,,5/6/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,5/6/2021,Carver,MA,02330,non-payment
21H83SP01065PL,southeast,,Pending,,,,,5/6/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,5/6/2021,Carver,MA,02330,non-payment
21H83SP01066PL,southeast,,Pending,,,,,5/6/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,5/6/2021,Carver,MA,02330,non-payment
21H83SP01067FR,southeast,,Pending,,,,,5/6/2021,0,1,0,1,Efiled SP Summons and Complaint - Non-payment of Rent,0,0,,,,,5/6/2021,Swansea,MA,02777,non-payment
21H83SP01068NB,southeast,,Pending,,,,,5/6/2021,0,0,0,0,SP Summons and Complaint - Non-payment of Rent,0,0,,,,,5/6/2021,New Bedford,MA,02744,non-payment
21H83SP01069FR,southeast,,Pending,,,,,5/6/2021,0,0,0,0,SP Summons and Complaint - Non-payment of Rent,0,0,,,,,5/6/2021,Westport,MA,02790,non-payment
21H83SP01070PL,southeast,,Pending,,,,,5/7/2021,0,1,1,0,Efiled SP Summons and Complaint - Cause,0,1,,,,,5/7/2021,Hanover,MA,02339,cause
21H83SP01071TA,southeast,,Pending,,,,,5/7/2021,0,0,0,0,SP Summons and Complaint - Non-payment of Rent,0,0,,,,,5/7/2021,Attleboro,MA,02703,non-payment
21H83SP01072CI,southeast,,Pending,,,,,5/7/2021,0,1,0,1,Efiled SP Summons and Complaint - No Cause,0,0,,,,,5/7/2021,West Yarmouth,MA,02673,no cause
21H83SP01073NB,southeast,,Pending,,,,,5/7/2021,0,0,0,0,SP Summons and Complaint - Non-payment of Rent,0,0,,,,,5/7/2021,New Bedford,MA,02746,non-payment
21H83SP01074FR,southeast,,Pending,,,,,5/7/2021,0,0,0,0,SP Summons and Complaint - No Cause,0,0,,,,,5/7/2021,Fall River,MA,02720,no cause
21H83SP01075FR,southeast,,Pending,,,,,5/7/2021,0,1,1,0,Efiled SP Summons and Complaint - Cause,0,1,,,,,5/7/2021,Fall River,MA,02720,cause
21H83SP01076PL,southeast,,Pending,,,,,5/7/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,5/13/2021,East Wareham,MA,02538,non-payment
21H83SP01077TA,southeast,,Pending,,,,,5/7/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,5/13/2021,Mansfield,MA,02048,non-payment
21H83SP01078NB,southeast,,Pending,,,,,5/7/2021,0,0,0,0,SP Summons and Complaint - No Cause,0,0,,,,,5/7/2021,New Bedford,MA,02740,no cause
21H83SP01079FR,southeast,,Pending,,,,,5/7/2021,0,1,0,1,Efiled SP Summons and Complaint - No Cause,0,0,,,,,5/10/2021,Fall River,MA,02720,no cause
21H83SP01080PL,southeast,,Pending,,,,,5/7/2021,0,1,1,0,Efiled SP Summons and Complaint - Cause,0,1,,,,,5/11/2021,Fall River,MA,02721,cause
21H83SP01081TA,southeast,,Pending,,,,,5/7/2021,0,1,1,0,Efiled SP Summons and Complaint - Cause,0,1,,,,,5/11/2021,Attleboro,MA,02703,cause
21H83SP01082CI,southeast,Southeast Housing Court - Fall River,Pending,,,,,5/10/2021,0,1,0,1,SP Transfer - Non-payment of Rent,0,0,,,,,5/20/2021,Sandwich,MA,02563,non-payment
21H83SP01083CI,southeast,Southeast Housing Court - Fall River,Pending,,,,,5/10/2021,0,1,0,1,SP Transfer- No Cause,0,0,,,,,5/20/2021,South Yarmouth,MA,02664,no cause
21H83SP01084CI,southeast,Southeast Housing Court - Fall River,Pending,,,,,5/10/2021,0,0,0,0,SP Transfer- No Cause,0,0,,,,,5/20/2021,East Falmouth,MA,02536,no cause
21H83SP01085PL,southeast,Southeast Housing Court - Fall River,Pending,,,,,5/10/2021,0,1,0,1,Efiled SP Summons and Complaint - No Cause,0,0,,,,,5/20/2021,Middleboro,MA,02346,no cause
21H83SP01086PL,southeast,Southeast Housing Court - Fall River,Pending,,,,,5/10/2021,0,1,0,1,Efiled SP Summons and Complaint - No Cause,0,0,,,,,5/20/2021,East Wareham,MA,02538,no cause
21H83SP01087FR,southeast,Southeast Housing Court - Fall River,Pending,,,,,5/10/2021,0,1,1,0,Efiled SP Summons and Complaint - No Cause,0,1,,,,,5/20/2021,Fall River,MA,02720,no cause
21H83SP01088CI,southeast,Southeast Housing Court - Fall River,Pending,,,,,5/10/2021,0,1,1,0,Efiled SP Summons and Complaint - No Cause,0,1,,,,,5/20/2021,Hyannis,MA,02601,no cause
21H83SP01089NB,southeast,,R 41(a)(1) Voluntary Dismissal on 05/19/2021,5/19/2021,Dismissed,9,,5/10/2021,0,1,1,0,Efiled SP Summons and Complaint - No Cause,0,1,,,unknown,,5/19/2021,Fairhaven,MA,02719,no cause
21H83SP01090NB,southeast,Southeast Housing Court - Fall River,Pending,,,,,5/10/2021,0,1,1,0,Efiled SP Summons and Complaint - No Cause,0,1,,,,,5/21/2021,New Bedford,MA,02740,no cause
21H83SP01091NB,southeast,Southeast Housing Court - Fall River,Pending,,,,,5/10/2021,0,1,1,0,Efiled SP Summons and Complaint - No Cause,0,1,,,,,5/21/2021,South Dartmouth,MA,02748,no cause
21H83SP01092CI,southeast,Southeast Housing Court - Fall River,Pending,,,,,5/10/2021,0,1,1,0,Efiled SP Summons and Complaint - No Cause,0,1,,,,,5/20/2021,Mashpee,MA,02649,no cause
21H83SP01093NB,southeast,Southeast Housing Court - Fall River,Pending,,,,,5/10/2021,0,0,0,0,SP Summons and Complaint - No Cause,0,0,,,,,5/21/2021,New Bedford,MA,02740,no cause
21H83SP01094NB,southeast,Southeast Housing Court - Fall River,Pending,,,,,5/10/2021,0,1,1,0,Efiled SP Summons and Complaint - Cause,0,1,,,,,5/21/2021,New Bedford,MA,02740,cause
21H83SP01095FR,southeast,,Pending,,,,,5/10/2021,0,1,1,0,Efiled SP Summons and Complaint - Cause,0,1,,,,,5/10/2021,Fall River,MA,02723,cause
21H83SP01096CI,southeast,Southeast Housing Court - Fall River,Pending,,,,,5/10/2021,1,1,1,1,Efiled SP Summons and Complaint - No Cause,0,1,,,,,5/21/2021,South Yarmouth,MA,02664,no cause
21H83SP01097FR,southeast,Southeast Housing Court - Fall River,Pending,,,,,5/10/2021,0,0,0,0,SP Summons and Complaint - Cause,0,0,,,,,5/21/2021,Fall River,MA,02720,cause
21H83SP01098FR,southeast,Southeast Housing Court - Fall River,Pending,,,,,5/10/2021,0,0,0,0,SP Summons and Complaint - Cause,0,0,,,,,5/21/2021,Fall River,MA,02720,cause
21H83SP01099FR,southeast,,Pending,,,,,5/10/2021,0,0,0,0,SP Summons and Complaint - Non-payment of Rent,0,0,,,,,5/10/2021,Fall River,MA,02721,non-payment
21H83SP01100NB,southeast,Southeast Housing Court - Fall River,Pending,,,,,5/10/2021,0,0,0,0,SP Summons and Complaint - No Cause,0,0,,,,,5/21/2021,New Bedford,MA,02745,no cause
21H83SP01101CI,southeast,Southeast Housing Court - Fall River,Pending,,,,,5/10/2021,0,1,0,1,Efiled SP Summons and Complaint - No Cause,0,0,,,,,5/21/2021,South Yarmouth,MA,02664 2091,no cause
21H83SP01102FR,southeast,Southeast Housing Court - Fall River,Pending,,,,,5/10/2021,0,1,0,1,Efiled SP Summons and Complaint - Non-payment of Rent,0,0,,,,,5/21/2021,Fall River,MA,02723,non-payment
21H83SP01103PL,southeast,Southeast Housing Court - Fall River,Pending,,,,,5/10/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,5/21/2021,Marshfield,MA,02050,non-payment
21H83SP01104CI,southeast,Southeast Housing Court - Fall River,Pending,,,,,5/10/2021,0,1,1,0,Efiled SP Summons and Complaint - Cause,0,1,,,,,5/21/2021,Sandwich,MA,02563,cause
21H83SP01105NB,southeast,Southeast Housing Court - Fall River,Pending,,,,,5/11/2021,0,0,0,0,SP Summons and Complaint - No Cause,0,0,,,,,5/21/2021,New Bedford,MA,02746,no cause
21H83SP01106TA,southeast,Southeast Housing Court - Fall River,Pending,,,,,5/11/2021,0,1,1,0,Efiled SP Summons and Complaint - Cause,0,1,,,,,5/21/2021,Taunton,MA,02780,cause
21H83SP01107PL,southeast,Southeast Housing Court - Fall River,Pending,,,,,5/11/2021,0,1,1,0,Efiled SP Summons and Complaint - Cause,0,1,,,,,5/21/2021,East Wareham,MA,02538,cause
21H83SP01108NB,southeast,Southeast Housing Court - Fall River,Pending,,,,,5/11/2021,0,0,0,0,SP Summons and Complaint - No Cause,0,0,,,,,5/21/2021,New Bedford,MA,02745,no cause
21H83SP01109NB,southeast,Southeast Housing Court - Fall River,Pending,,,,,5/11/2021,0,0,0,0,SP Summons and Complaint - No Cause,0,0,,,,,5/21/2021,New Bedford,MA,02745,no cause
21H83SP01110TA,southeast,Southeast Housing Court - Fall River,Pending,,,,,5/12/2021,0,1,1,0,Efiled SP Summons and Complaint - Cause,0,1,,,,,5/21/2021,Taunton,MA,02780,cause
21H83SP01111PL,southeast,Southeast Housing Court - Fall River,Pending,,,,,5/12/2021,0,1,0,1,Efiled SP Summons and Complaint - No Cause,0,0,,,,,5/21/2021,Plymouth,MA,02360,no cause
21H83SP01112PL,southeast,Southeast Housing Court - Fall River,Pending,,,,,5/12/2021,0,1,1,0,Efiled SP Summons and Complaint - No Cause,0,1,,,,,5/21/2021,Carver,MA,02330,no cause
21H83SP01113PL,southeast,Southeast Housing Court - Fall River,Pending,,,,,5/12/2021,0,0,0,0,SP Summons and Complaint - No Cause,0,0,,,,,5/21/2021,East Wareham,MA,02538,no cause
21H83SP01114PL,southeast,,Pending,,,,,5/12/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,5/12/2021,Pembroke,MA,02359,non-payment
21H83SP01115PL,southeast,,Pending,,,,,5/12/2021,0,1,0,1,Efiled SP Summons and Complaint - No Cause,0,0,,,,,5/12/2021,Marshfield,MA,02050,no cause
21H83SP01116FR,southeast,,Pending,,,,,5/13/2021,0,1,0,1,SP Transfer - Non-payment of Rent,0,0,,,,,5/10/2021,Fall River,MA,02720,non-payment
21H83SP01117FR,southeast,,Pending,,,,,5/11/2021,0,1,0,1,Efiled SP Summons and Complaint - Non-payment of Rent,0,0,,,,,5/13/2021,Fall River,MA,02724,non-payment
21H83SP01118NB,southeast,,Pending,,,,,5/13/2021,0,0,0,0,SP Summons and Complaint - Non-payment of Rent,0,0,,,,,5/13/2021,New Bedford,MA,02740,non-payment
21H83SP01119CI,southeast,,Pending,,,,,5/13/2021,0,0,0,0,SP Transfer- No Cause,0,0,,,,,5/13/2021,Dennis Port,MA,02639,no cause
21H83SP01120NB,southeast,,Pending,,,,,5/13/2021,0,1,1,0,Efiled SP Summons and Complaint - No Cause,0,1,,,,,5/19/2021,New Bedford,MA,02740,no cause
21H83SP01121NB,southeast,,Pending,,,,,5/13/2021,0,1,1,0,Efiled SP Summons and Complaint - Cause,0,1,,,,,5/19/2021,New Bedford,MA,02745,cause
21H83SP01122CI,southeast,,Pending,,,,,5/13/2021,0,1,1,0,Efiled SP Summons and Complaint - Cause,0,1,,,,,5/13/2021,Provincetown,MA,02657,cause
21H83SP01123NB,southeast,,Pending,,,,,5/13/2021,0,1,0,1,Efiled SP Summons and Complaint - No Cause,0,0,,,,,5/19/2021,South Dartmouth,MA,02748,no cause
21H83SP01124NB,southeast,,Pending,,,,,5/13/2021,0,1,1,0,Efiled SP Summons and Complaint - Cause,0,1,,,,,5/19/2021,New Bedford,MA,02740,cause
21H83SP01125NB,southeast,,Pending,,,,,5/13/2021,0,1,1,0,Efiled SP Summons and Complaint - Cause,0,1,,,,,5/19/2021,New Bedford,MA,02746,cause
21H83SP01126PL,southeast,,Pending,,,,,5/14/2021,0,0,0,0,SP Summons and Complaint - Non-payment of Rent,0,0,,,,,5/14/2021,Duxbury,MA,02332,non-payment
21H83SP01127PL,southeast,,Pending,,,,,5/14/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,5/18/2021,Hingham,MA,02043,non-payment
21H83SP01128PL,southeast,,Pending,,,,,5/14/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,5/18/2021,Hingham,MA,02043,non-payment
21H83SP01129PL,southeast,,R 41(a)(1) Voluntary Dismissal on 05/19/2021,5/19/2021,Dismissed,5,,5/14/2021,0,1,0,1,Efiled SP Summons and Complaint - Non-payment of Rent,1,1,,,unknown,,5/19/2021,Hingham,MA,02043,non-payment
21H83SP01130CI,southeast,,Pending,,,,,5/14/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,5/14/2021,Hyannis,MA,02601,non-payment
21H83SP01131NB,southeast,,Pending,,,,,5/14/2021,0,0,0,0,SP Summons and Complaint - Non-payment of Rent,0,0,,,,,5/14/2021,New Bedford,MA,02745,non-payment
21H83SP01132NB,southeast,,Pending,,,,,5/14/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,5/14/2021,span,span,span,non-payment
21H83SP01133NB,southeast,,Pending,,,,,5/14/2021,0,0,0,0,SP Summons and Complaint - No Cause,0,0,,,,,5/14/2021,New Bedford,MA,02745,no cause
21H83SP01134PL,southeast,,Pending,,,,,5/14/2021,0,0,0,0,SP Summons and Complaint - Non-payment of Rent,0,0,,,,,5/14/2021,Halifax,MA,02338,non-payment
21H83SP01135FR,southeast,,Pending,,,,,5/14/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,5/18/2021,Fall River,MA,02720,non-payment
21H83SP01136NB,southeast,,Pending,,,,,5/14/2021,0,1,0,1,Efiled SP Summons and Complaint - No Cause,0,0,,,,,5/17/2021,New Bedford,MA,02746,no cause
21H83SP01137PL,southeast,,Pending,,,,,5/17/2021,0,1,1,0,Efiled SP Summons and Complaint - Cause,0,1,,,,,5/20/2021,Rockland,MA,02370,cause
21H83SP01138CI,southeast,,Pending,,,,,5/17/2021,0,1,1,0,Efiled SP Summons and Complaint - No Cause,0,1,,,,,5/17/2021,West Yarmouth,MA,02673,no cause
21H83SP01139CI,southeast,,Pending,,,,,5/17/2021,0,1,0,1,Efiled SP Summons and Complaint - No Cause,0,0,,,,,5/17/2021,Centerville,MA,02632,no cause
21H83SP01140FR,southeast,,Pending,,,,,5/17/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,5/17/2021,Fall River,MA,02720,non-payment
21H83SP01141CI,southeast,,Pending,,,,,5/17/2021,0,1,1,0,Efiled SP Summons and Complaint - Cause,0,1,,,,,5/18/2021,Hyannis,MA,02601,cause
21H83SP01142NB,southeast,,Pending,,,,,5/17/2021,1,1,1,1,Efiled SP Summons and Complaint - Cause,0,1,,,,,5/20/2021,New Bedford,MA,02740,cause
21H83SP01143PL,southeast,,Pending,,,,,5/17/2021,0,1,1,0,Efiled SP Summons and Complaint - Cause,0,1,,,,,5/28/2021,Marshfield,MA,02050,cause
21H83SP01144NB,southeast,,Pending,,,,,5/17/2021,0,1,1,0,Efiled SP Summons and Complaint - Cause,0,1,,,,,5/17/2021,New Bedford,MA,02746,cause
21H83SP01145NB,southeast,,Pending,,,,,5/17/2021,0,1,1,0,Efiled SP Summons and Complaint - Cause,0,1,,,,,5/17/2021,New Bedford,MA,02740,cause
21H83SP01146NB,southeast,,Pending,,,,,5/17/2021,0,1,1,0,Efiled SP Summons and Complaint - Cause,0,1,,,,,5/17/2021,New Bedford,MA,02740,cause
21H83SP01147NB,southeast,,Pending,,,,,5/17/2021,0,1,1,0,Efiled SP Summons and Complaint - Cause,0,1,,,,,5/17/2021,New Bedford,MA,02746,cause
21H83SP01148NB,southeast,,Pending,,,,,5/17/2021,0,1,1,0,Efiled SP Summons and Complaint - Cause,0,1,,,,,5/17/2021,New Bedford,MA,02740,cause
21H83SP01149NB,southeast,,Pending,,,,,5/17/2021,0,1,1,0,Efiled SP Summons and Complaint - Cause,0,1,,,,,5/17/2021,New Bedford,MA,02740,cause
21H83SP01150NB,southeast,,Pending,,,,,5/17/2021,0,1,1,0,Efiled SP Summons and Complaint - Cause,0,1,,,,,5/17/2021,New Bedford,MA,02740,cause
21H83SP01151NB,southeast,,Pending,,,,,5/17/2021,0,0,0,0,SP Summons and Complaint - Non-payment of Rent,0,0,,,,,5/18/2021,New Bedford,MA,02746,non-payment
21H83SP01152NB,southeast,,Pending,,,,,5/17/2021,0,1,1,0,Efiled SP Summons and Complaint - Cause,0,1,,,,,5/17/2021,New Bedford,MA,02745,cause
21H83SP01153FR,southeast,,Pending,,,,,5/17/2021,0,0,0,0,SP Summons and Complaint - No Cause,0,0,,,,,5/17/2021,Fall River,MA,02721,no cause
21H83SP01154FR,southeast,,Pending,,,,,5/17/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,5/20/2021,Fall River,MA,02720,non-payment
21H83SP01155FR,southeast,,Pending,,,,,5/17/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,5/20/2021,Fall River,MA,02720,non-payment
21H83SP01156FR,southeast,,Pending,,,,,5/17/2021,0,1,0,1,Efiled SP Summons and Complaint - Non-payment of Rent,0,0,,,,,5/18/2021,Swansea,MA,02777,non-payment
21H83SP01157FR,southeast,,Pending,,,,,5/18/2021,0,1,1,0,Efiled SP Summons and Complaint - No Cause,0,1,,,,,5/18/2021,Fall River,MA,02721,no cause
21H83SP01158PL,southeast,,Pending,,,,,5/18/2021,0,1,0,1,Efiled SP Summons and Complaint - Non-payment of Rent,0,0,,,,,5/28/2021,Manomet,MA,02345,non-payment
21H83SP01159FR,southeast,Southeast Housing Court - Fall River,Pending,,,,,5/18/2021,0,0,0,0,SP Summons and Complaint - No Cause,0,0,,,,,5/25/2021,Fall River,MA,02721,no cause
21H83SP01160TA,southeast,,Pending,,,,,5/19/2021,0,1,1,0,Efiled SP Summons and Complaint - Cause,0,1,,,,,5/19/2021,Attleboro,MA,02703,cause
21H83SP01161FR,southeast,,Pending,,,,,5/19/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,5/24/2021,Fall River,MA,02723,non-payment
21H83SP01162NB,southeast,,Pending,,,,,5/19/2021,0,0,0,0,SP Summons and Complaint - No Cause,0,0,,,,,5/20/2021,New Bedford,MA,02745,no cause
21H83SP01163NB,southeast,,Pending,,,,,5/19/2021,0,0,0,0,SP Summons and Complaint - Non-payment of Rent,0,0,,,,,5/20/2021,Dartmouth,MA,02748.,non-payment
21H83SP01164TA,southeast,,Pending,,,,,5/19/2021,0,1,0,1,Efiled SP Summons and Complaint - No Cause,0,0,,,,,5/20/2021,Taunton,MA,02780,no cause
21H83SP01165FR,southeast,,Pending,,,,,5/19/2021,0,0,0,0,SP Summons and Complaint - No Cause,0,0,,,,,5/19/2021,Westport,MA,02790,no cause
21H83SP01166NB,southeast,,Pending,,,,,5/19/2021,0,1,0,1,Efiled SP Summons and Complaint - No Cause,0,0,,,,,5/24/2021,New Bedford,MA,02746,no cause
21H83SP01167NB,southeast,,Pending,,,,,5/20/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,5/26/2021,New Bedford,MA,02740,non-payment
21H83SP01168PL,southeast,,Pending,,,,,5/20/2021,0,1,0,1,Efiled SP Summons and Complaint - No Cause,0,0,,,,,5/28/2021,Wareham,MA,02571,no cause
21H83SP01169NB,southeast,,Pending,,,,,5/20/2021,0,1,1,0,Efiled SP Summons and Complaint - No Cause,0,1,,,,,5/21/2021,New Bedford,MA,02745,no cause
21H83SP01170FR,southeast,,Pending,,,,,5/20/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,5/20/2021,Fall River,MA,02724,non-payment
