,STATEFP,COUNTYFP,TRACTCE,AFFGEOID,GEOID,NAME,LSAD,ALAND,AWATER,geometry
384,25,013,812201,1400000US25013812201,25013812201,8122.01,CT,4129811,469604,"POLYGON ((-72.638176 42.124057, -72.63734699999999 42.126254, -72.63708799999999 42.128492, -72.635148 42.130242, -72.630889 42.13044, -72.626552 42.129471, -72.62573499999999 42.136269, -72.615257 42.135717, -72.61579399999999 42.133346, -72.61823199999999 42.12880699999999, -72.621481 42.123788, -72.621982 42.121803, -72.62213199999999 42.120359, -72.620946 42.116381, -72.619128 42.113997, -72.617176 42.111717, -72.616272 42.110661, -72.61486599999999 42.109247, -72.614158 42.108744, -72.616066 42.107172, -72.61676799999999 42.106775, -72.62022399999999 42.104978, -72.626423 42.10167999999999, -72.62749699999999 42.101451, -72.63233099999999 42.104149, -72.633922 42.109447, -72.633996 42.110358, -72.634456 42.112376, -72.635977 42.115181, -72.63780299999999 42.121515, -72.638176 42.124057))"
385,25,013,812404,1400000US25013812404,25013812404,8124.04,CT,5263991,12741,"POLYGON ((-72.66761199999999 42.12453199999999, -72.664958 42.125213, -72.659317 42.125974, -72.659746 42.127794, -72.65544899999999 42.131559, -72.64577899999999 42.131335, -72.64038499999999 42.130303, -72.637823 42.130389, -72.637562 42.129962, -72.63708799999999 42.128492, -72.63734699999999 42.126254, -72.638176 42.124057, -72.63780299999999 42.121515, -72.635977 42.115181, -72.634456 42.112376, -72.633996 42.110358, -72.633922 42.109447, -72.635953 42.109173, -72.640394 42.108448, -72.643417 42.107892, -72.644538 42.11053, -72.64881199999999 42.110957, -72.648543 42.114337, -72.64649299999999 42.116526, -72.649272 42.117086, -72.652733 42.116362, -72.65322399999999 42.112267, -72.656116 42.105521, -72.660158 42.105488, -72.66269 42.104958, -72.662013 42.112329, -72.662584 42.113543, -72.665592 42.116821, -72.66761199999999 42.12453199999999))"
386,25,005,616100,1400000US25005616100,25005616100,6161,CT,42767441,2360608,"POLYGON ((-71.11944199999999 41.795426, -71.11755099999999 41.799753, -71.11909199999999 41.803723, -71.11886299999999 41.807191, -71.118329 41.808219, -71.11491099999999 41.810763, -71.112363 41.813575, -71.11269899999999 41.814915, -71.114499 41.816553, -71.115385 41.81844299999999, -71.116101 41.82239, -71.11770199999999 41.824943, -71.11529399999999 41.827303, -71.114577 41.82975, -71.109516 41.831696, -71.10842699999999 41.83502, -71.10838099999999 41.836932, -71.110913 41.84167, -71.110528 41.843563, -71.11284499999999 41.847294, -71.11284499999999 41.84868, -71.1117 41.850537, -71.10781899999999 41.85323899999999, -71.10868499999999 41.85407, -71.106838 41.859777, -71.104275 41.860861, -71.104916 41.863622, -71.104321 41.868131, -71.103115 41.871275, -71.10287099999999 41.871519, -71.099743 41.87242699999999, -71.093594 41.873007, -71.0942 41.87259, -71.08850199999999 41.872689, -71.07644599999999 41.87297, -71.072191 41.869678, -71.058295 41.862675, -71.033354 41.850043, -71.02222399999999 41.845071, -71.00745499999999 41.838485, -71.01094399999999 41.835855, -71.03657 41.816525, -71.072273 41.817398, -71.08846199999999 41.817787, -71.093149 41.81285, -71.093317 41.81003399999999, -71.09282899999999 41.808467, -71.08878899999999 41.809134, -71.087673 41.807959, -71.08646499999999 41.80479, -71.087722 41.802492, -71.091044 41.801504, -71.095443 41.79917, -71.09594299999999 41.797041, -71.10160399999999 41.793562, -71.10217999999999 41.792223, -71.103084 41.789587, -71.10898899999999 41.784506, -71.11294099999999 41.780164, -71.11448899999999 41.778801, -71.11960999999999 41.790968, -71.11944199999999 41.795426))"
387,25,005,613100,1400000US25005613100,25005613100,6131,CT,25690461,1847755,"POLYGON ((-71.144075 41.949251, -71.126126 41.966627, -71.100854 41.993151, -71.08715699999999 41.990832, -71.085331 41.982343, -71.082438 41.97989099999999, -71.08065999999999 41.977299, -71.080327 41.9755, -71.08108299999999 41.972236, -71.083106 41.968889, -71.083764 41.96561699999999, -71.08254599999999 41.963506, -71.08120599999999 41.961228, -71.080524 41.95953799999999, -71.08353199999999 41.954615, -71.08545099999999 41.95025, -71.086275 41.946251, -71.089181 41.942934, -71.09187399999999 41.940452, -71.092699 41.938993, -71.085751 41.930533, -71.07957999999999 41.92302, -71.08559799999999 41.92202899999999, -71.090699 41.921575, -71.09183899999999 41.921439, -71.09511599999999 41.923543, -71.100185 41.928962, -71.10239299999999 41.926051, -71.10252799999999 41.923229, -71.104624 41.921703, -71.103245 41.92062, -71.10097399999999 41.918802, -71.10271999999999 41.918981, -71.10143699999999 41.916215, -71.10565099999999 41.912185, -71.10664 41.909838, -71.10744799999999 41.909183, -71.123454 41.926392, -71.1421 41.946746, -71.14344299999999 41.948608, -71.144075 41.949251))"
388,25,027,724100,1400000US25027724100,25027724100,7241,CT,53031300,1639215,"POLYGON ((-72.21764899999999 42.270172, -72.212779 42.269805, -72.21204299999999 42.282652, -72.207109 42.285246, -72.203957 42.288878, -72.20328099999999 42.291182, -72.210798 42.294479, -72.169044 42.297851, -72.170446 42.294034, -72.170543 42.291523, -72.16474099999999 42.291357, -72.161738 42.29187599999999, -72.16154 42.288354, -72.144948 42.291221, -72.14569 42.27715999999999, -72.134811 42.281146, -72.117351 42.27882, -72.12503699999999 42.263473, -72.113292 42.252431, -72.11730399999999 42.242952, -72.111251 42.238582, -72.112742 42.233199, -72.118793 42.230946, -72.11942599999999 42.221117, -72.11986399999999 42.21406899999999, -72.121909 42.214658, -72.124566 42.21635999999999, -72.12984299999999 42.221237, -72.142257 42.197452, -72.139701 42.179548, -72.14721 42.181472, -72.151686 42.198715, -72.153902 42.207183, -72.168215 42.22966, -72.171532 42.234513, -72.17297499999999 42.234933, -72.17450699999999 42.236702, -72.17729799999999 42.237159, -72.179737 42.244934, -72.17956699999999 42.246255, -72.18112599999999 42.246074, -72.182047 42.247762, -72.182506 42.251387, -72.211079 42.251262, -72.211101 42.255677, -72.21609099999999 42.256197, -72.216514 42.259648, -72.21756999999999 42.268198, -72.21764899999999 42.270172))"
389,25,005,631600,1400000US25005631600,25005631600,6316,CT,1571486,23449,"POLYGON ((-71.28820499999999 41.936269, -71.28450099999999 41.941562, -71.28312099999999 41.940583, -71.2766 41.940195, -71.27514499999999 41.94629, -71.271683 41.943178, -71.27227599999999 41.942256, -71.272221 41.937912, -71.271941 41.935858, -71.27272099999999 41.935861, -71.276304 41.935086, -71.277323 41.931072, -71.280334 41.928692, -71.284465 41.929008, -71.28513599999999 41.927237, -71.287831 41.928558, -71.287592 41.930648, -71.28938599999999 41.934606, -71.28820499999999 41.936269))"
390,25,005,631800,1400000US25005631800,25005631800,6318,CT,12001536,305704,"POLYGON ((-71.325396 41.901621, -71.322951 41.902778, -71.31960099999999 41.905159, -71.318144 41.909123, -71.319767 41.913315, -71.31804099999999 41.913945, -71.317492 41.915527, -71.314999 41.915021, -71.31440499999999 41.914222, -71.3113 41.91636099999999, -71.30863599999999 41.917121, -71.307192 41.916898, -71.305871 41.917831, -71.303378 41.919244, -71.301721 41.919917, -71.298495 41.921678, -71.291493 41.931606, -71.28938599999999 41.934606, -71.287592 41.930648, -71.287831 41.928558, -71.28513599999999 41.927237, -71.284465 41.929008, -71.280334 41.928692, -71.277323 41.931072, -71.276304 41.935086, -71.27272099999999 41.935861, -71.271941 41.935858, -71.265812 41.935793, -71.264003 41.93624399999999, -71.261881 41.934709, -71.260361 41.931606, -71.26025299999999 41.925527, -71.25783799999999 41.919762, -71.257639 41.918161, -71.25733 41.916322, -71.25878 41.912198, -71.255509 41.908628, -71.26850499999999 41.907196, -71.300719 41.903661, -71.31217699999999 41.902136, -71.32171 41.90087, -71.325552 41.900356, -71.325396 41.901621))"
391,25,005,613400,1400000US25005613400,25005613400,6134,CT,15523837,386403,"POLYGON ((-71.19073 41.896769, -71.183701 41.897716, -71.17936999999999 41.897398, -71.178332 41.895857, -71.17175 41.895586, -71.16992399999999 41.897345, -71.163466 41.897935, -71.16234899999999 41.89722099999999, -71.15808299999999 41.897598, -71.15478499999999 41.898973, -71.151617 41.899375, -71.148776 41.898926, -71.146272 41.899245, -71.14064399999999 41.90238, -71.139124 41.904788, -71.129659 41.910132, -71.12724299999999 41.910426, -71.12526099999999 41.910964, -71.127032 41.90638, -71.126344 41.905472, -71.124095 41.90458, -71.12228499999999 41.901171, -71.11653199999999 41.901974, -71.114341 41.901928, -71.114942 41.899111, -71.116863 41.898297, -71.117192 41.895295, -71.114363 41.889623, -71.11266499999999 41.888023, -71.114316 41.885817, -71.11640299999999 41.884818, -71.126257 41.885606, -71.129858 41.884936, -71.133876 41.885108, -71.134079 41.885951, -71.13350699999999 41.882204, -71.12977099999999 41.882664, -71.129057 41.879292, -71.12953999999999 41.874606, -71.131168 41.874212, -71.129846 41.872293, -71.13063799999999 41.87028, -71.13720000000001 41.871322, -71.18678799999999 41.879338, -71.19073 41.896769))"
392,25,005,614102,1400000US25005614102,25005614102,6141.02,CT,28421585,942281,"POLYGON ((-71.055612 41.87209199999999, -71.05243299999999 41.883227, -71.04933299999999 41.894032, -71.048366 41.896501, -71.045309 41.901749, -71.04545299999999 41.899741, -71.04428799999999 41.897588, -71.04171099999999 41.895121, -71.04347 41.894043, -71.044763 41.895073, -71.047241 41.893477, -71.04476799999999 41.891492, -71.04686099999999 41.891033, -71.04867999999999 41.889059, -71.047912 41.886943, -71.04455399999999 41.885364, -71.04253 41.886255, -71.043323 41.884384, -71.042204 41.883969, -71.04107399999999 41.8853, -71.038729 41.885771, -71.03776999999999 41.885205, -71.037615 41.88341, -71.033778 41.886364, -71.032082 41.886736, -71.03002499999999 41.886026, -71.025457 41.88629299999999, -71.023544 41.88706699999999, -71.021762 41.888855, -71.019882 41.88934099999999, -71.017782 41.889358, -71.014853 41.892133, -71.01310699999999 41.8924, -71.011875 41.890044, -71.00861999999999 41.890511, -71.00583899999999 41.885192, -71.003455 41.885032, -71.003597 41.883019, -70.997727 41.884238, -70.99498299999999 41.885107, -70.992113 41.889738, -70.993725 41.891119, -70.99363 41.894349, -70.99445299999999 41.897036, -70.99970499999999 41.896908, -70.996966 41.900801, -70.99587099999999 41.903249, -70.99395 41.905217, -70.99315199999999 41.906445, -70.991849 41.906081, -70.987256 41.905808, -70.97847999999999 41.87936, -70.97371699999999 41.860879, -70.976412 41.858726, -70.978308 41.857246, -70.982739 41.855409, -70.985934 41.853957, -70.98804199999999 41.851806, -70.990454 41.850071, -70.99590499999999 41.847022, -71.000964 41.843459, -71.00745499999999 41.838485, -71.02222399999999 41.845071, -71.033354 41.850043, -71.058295 41.862675, -71.055612 41.87209199999999))"
393,25,021,415102,1400000US25021415102,25021415102,4151.02,CT,6006393,241850,"POLYGON ((-71.16471899999999 42.146887, -71.16094 42.14793, -71.15544 42.154609, -71.15410199999999 42.15791, -71.15709 42.16115, -71.15738999999999 42.16133, -71.15388999999999 42.16689, -71.15369 42.16411, -71.14697 42.1596, -71.14496 42.15891999999999, -71.14104999999999 42.15881, -71.133509 42.15764, -71.1311 42.15788, -71.12918999999999 42.15503, -71.12823 42.15112, -71.12707999999999 42.15036, -71.11986999999999 42.14763, -71.11838999999999 42.14638, -71.11806 42.14593, -71.117453 42.142729, -71.124436 42.14107, -71.131843 42.139311, -71.1311 42.1428, -71.134569 42.143684, -71.135339 42.141918, -71.13833 42.142031, -71.138685 42.139957, -71.14077899999999 42.138061, -71.144549 42.137697, -71.14916599999999 42.13861199999999, -71.149241 42.138628, -71.16354199999999 42.141457, -71.162198 42.145279, -71.162841 42.145701, -71.16471899999999 42.146887))"
394,25,021,417100,1400000US25021417100,25021417100,4171,CT,1322872,0,"POLYGON ((-71.032078 42.258349, -71.03138799999999 42.259212, -71.034279 42.26124, -71.033807 42.26107, -71.03090999999999 42.262, -71.02785 42.26379, -71.02726 42.26406, -71.02620999999999 42.26307, -71.02405 42.26434, -71.020319 42.26653599999999, -71.019402 42.265605, -71.01752999999999 42.263835, -71.01634199999999 42.262727, -71.01484499999999 42.261317, -71.01442999999999 42.26062, -71.01801 42.25783, -71.01768 42.25655, -71.02063 42.25611, -71.02534 42.25347, -71.02607499999999 42.253859, -71.02875999999999 42.25472, -71.0312 42.25553, -71.034969 42.256757, -71.032078 42.258349))"
395,25,021,417502,1400000US25021417502,25021417502,4175.02,CT,899133,0,"POLYGON ((-71.034593 42.282068, -71.031284 42.284013, -71.029884 42.285086, -71.029038 42.28561, -71.028345 42.285996, -71.02674 42.28432, -71.02470000000001 42.28454, -71.02403 42.28103, -71.02495999999999 42.28011, -71.02374999999999 42.27932, -71.02271 42.27805, -71.02082 42.27615, -71.02543 42.27342, -71.02396 42.27244, -71.025226 42.2711, -71.029146 42.274819, -71.03151299999999 42.27715999999999, -71.032466 42.279092, -71.033126 42.280589, -71.034593 42.282068))"
396,25,023,501102,1400000US25023501102,25023501102,5011.02,CT,11379311,2794461,"POLYGON ((-70.932435 42.252644, -70.91932 42.254703, -70.917081 42.2556, -70.91819099999999 42.2601, -70.91739 42.26389899999999, -70.90899 42.264399, -70.9082859092802 42.26471533061319, -70.90751999999999 42.262306, -70.9069660588235 42.262306, -70.90347693617019 42.262306, -70.902528 42.262306, -70.8965659314121 42.2626204532042, -70.89587299999999 42.262657, -70.8942117425578 42.2625696179584, -70.892546 42.262482, -70.89299687781249 42.2604798749059, -70.89421 42.255093, -70.89277161970669 42.2533898778563, -70.89058961036679 42.25080625762619, -70.889456 42.249464, -70.8871799631343 42.2482509052922, -70.8867999046488 42.2480483396201, -70.887721 42.24607, -70.88701499999999 42.24315199999999, -70.89033599999999 42.242318, -70.89 42.241796, -70.887776 42.238535, -70.886911 42.231594, -70.88569699999999 42.228267, -70.88613699999999 42.225384, -70.88625999999999 42.22510399999999, -70.886442 42.225325, -70.890298 42.224671, -70.89071199999999 42.223948, -70.89148399999999 42.222828, -70.894122 42.221651, -70.898365 42.222358, -70.90211699999999 42.222107, -70.907363 42.222468, -70.910631 42.223394, -70.91175299999999 42.224869, -70.914745 42.225115, -70.91633399999999 42.225718, -70.92049 42.2258, -70.92209 42.2253, -70.92349 42.2259, -70.923751 42.228055, -70.92238999999999 42.2293, -70.92578999999999 42.2368, -70.929591 42.2427, -70.93128999999999 42.244299, -70.93111 42.246393, -70.93101899999999 42.247041, -70.931029 42.247121, -70.931191 42.2486, -70.933491 42.25, -70.932435 42.252644))"
397,25,027,726100,1400000US25027726100,25027726100,7261,CT,79581874,2882443,"POLYGON ((-72.041168 42.308697, -71.989406 42.310188, -71.97763999999999 42.310464, -71.967291 42.310682, -71.960534 42.281425, -71.954655 42.255855, -71.948928 42.230951, -71.94624 42.219365, -71.941889 42.200262, -71.939356 42.189238, -71.9748 42.186834, -71.99233099999999 42.185645, -72.019886 42.183762, -72.026223 42.220951, -72.03035899999999 42.245203, -72.03266499999999 42.258745, -72.041168 42.308697), (-72.00877 42.23799899999999, -72.004975 42.237338, -71.99949699999999 42.235419, -71.987132 42.23229, -71.98045999999999 42.230985, -71.982191 42.232656, -71.979725 42.236363, -71.978667 42.239105, -71.977081 42.240871, -71.97804099999999 42.24161, -71.978409 42.24266799999999, -71.977383 42.24461, -71.979102 42.245476, -71.981382 42.24962, -71.980513 42.249863, -71.97758999999999 42.25121, -71.978376 42.25333, -71.98090000000001 42.255673, -71.99105 42.254491, -71.99262399999999 42.262139, -71.993168 42.262865, -71.995071 42.259118, -71.99543799999999 42.258779, -72.000884 42.256104, -72.002864 42.25456, -72.006514 42.249293, -72.008414 42.244065, -72.007769 42.241555, -72.008208 42.239069, -72.00877 42.23799899999999))"
398,25,023,500104,1400000US25023500104,25023500104,5001.04,CT,2121132,10381597,"POLYGON ((-70.901815 42.282883, -70.89397199999999 42.281476, -70.88470199999999 42.277783, -70.87828499999999 42.278311, -70.87947299999999 42.282003, -70.87965303574688 42.28231374594, -70.8804813104565 42.2837433675994, -70.883039 42.288158, -70.88514109370819 42.2905873194446, -70.883211 42.29128, -70.8758586416714 42.2928779235087, -70.87185248837339 42.2870844748923, -70.870873 42.285668, -70.8675590249466 42.2821211767104, -70.861807 42.275965, -70.857337473493 42.2727549004601, -70.858766 42.272167, -70.856357 42.269373, -70.855732 42.2672, -70.85840899999999 42.264626, -70.85893299999999 42.26622, -70.862774 42.265955, -70.862613 42.266953, -70.86467499999999 42.265992, -70.86402 42.264818, -70.86769699999999 42.262944, -70.86751199999999 42.262105, -70.86661099999999 42.261147, -70.86260899999999 42.261252, -70.86545599999999 42.260549, -70.863152 42.259367, -70.86346499999999 42.25866, -70.86636399999999 42.259654, -70.867886 42.261236, -70.86807499999999 42.26303, -70.867158 42.264845, -70.867217 42.266988, -70.87327999999999 42.271457, -70.876623 42.273753, -70.881168 42.274683, -70.883814 42.274484, -70.88733416404419 42.2730873747445, -70.8901577364405 42.2761876327095, -70.890169 42.2762, -70.899676 42.279717, -70.90442999999999 42.280773, -70.901815 42.282883))"
399,25,027,751101,1400000US25027751101,25027751101,7511.01,CT,52137180,1963900,"POLYGON ((-71.794482 42.11675899999999, -71.77367799999999 42.127498, -71.763576 42.131077, -71.75917199999999 42.132917, -71.749944 42.136287, -71.740039 42.141122, -71.72223099999999 42.14946399999999, -71.72955499999999 42.156476, -71.73868399999999 42.161547, -71.74460599999999 42.165375, -71.75724699999999 42.176683, -71.74414999999999 42.182435, -71.740533 42.179206, -71.73377099999999 42.183504, -71.73396099999999 42.186775, -71.723535 42.191484, -71.72259699999999 42.187946, -71.719263 42.175352, -71.718614 42.172967, -71.69520399999999 42.17578899999999, -71.691418 42.163108, -71.693687 42.161214, -71.69236599999999 42.154296, -71.691401 42.149201, -71.693713 42.136204, -71.70465399999999 42.125215, -71.694132 42.121126, -71.69201 42.120292, -71.697565 42.113131, -71.70780499999999 42.09992099999999, -71.691034 42.105452, -71.685541 42.107265, -71.68504999999999 42.106924, -71.67997099999999 42.103396, -71.67998799999999 42.100154, -71.696606 42.097193, -71.69666599999999 42.095327, -71.73744499999999 42.08758599999999, -71.760229 42.083258, -71.76808699999999 42.081771, -71.77462899999999 42.100334, -71.776797 42.100324, -71.77724499999999 42.102854, -71.77673 42.104425, -71.778673 42.10658, -71.77876599999999 42.10858, -71.786148 42.112334, -71.78854799999999 42.113954, -71.794482 42.11675899999999))"
400,25,027,754100,1400000US25027754100,25027754100,7541,CT,25635369,5089085,"POLYGON ((-71.88150899999999 42.075893, -71.84059499999999 42.089324, -71.83006399999999 42.092778, -71.817205 42.057887, -71.8045665635015 42.023603720229, -71.8416470936308 42.0239324381206, -71.8457122262748 42.023968475411, -71.8603967710167 42.024098653501, -71.86595150622469 42.0241478960776, -71.867453 42.025627, -71.869546 42.02943399999999, -71.871578 42.03055699999999, -71.87182299999999 42.032099, -71.875412 42.035947, -71.87817799999999 42.036947, -71.878 42.038445, -71.879023 42.038635, -71.879532 42.04216, -71.877427 42.042325, -71.87693899999999 42.043815, -71.874785 42.044549, -71.87647199999999 42.047751, -71.87508099999999 42.049287, -71.873189 42.048645, -71.870099 42.048194, -71.863985 42.045819, -71.86145999999999 42.045992, -71.858847 42.046942, -71.856123 42.046556, -71.856607 42.045539, -71.854765 42.04511, -71.854783 42.04957599999999, -71.85317999999999 42.051366, -71.851516 42.051542, -71.84765999999999 42.054336, -71.858109 42.05775, -71.859596 42.060043, -71.859476 42.060696, -71.86121799999999 42.060515, -71.86224299999999 42.062099, -71.870447 42.063439, -71.871369 42.064953, -71.87908299999999 42.068176, -71.88150899999999 42.075893))"
401,25,023,505102,1400000US25023505102,25023505102,5051.02,CT,16186838,68615,"POLYGON ((-70.827015 42.200786, -70.797111 42.218176, -70.791372 42.221512, -70.78856999999999 42.219476, -70.78643699999999 42.218985, -70.77406999999999 42.21697899999999, -70.76268499999999 42.212602, -70.761118 42.211548, -70.744883 42.202497, -70.743134 42.200951, -70.74165499999999 42.198764, -70.751538 42.199722, -70.759294 42.199412, -70.766085 42.196843, -70.76874599999999 42.196746, -70.76007299999999 42.186202, -70.756102 42.18049, -70.75090299999999 42.177108, -70.75424 42.177511, -70.757031 42.178295, -70.761094 42.18065199999999, -70.767735 42.183532, -70.77221299999999 42.184123, -70.778858 42.184187, -70.797079 42.190085, -70.813416 42.195344, -70.838864 42.194806, -70.827015 42.200786))"
402,25,011,040701,1400000US25011040701,25011040701,407.01,CT,4998437,1131714,"POLYGON ((-72.58317599999999 42.59240399999999, -72.58219799999999 42.594411, -72.576578 42.596827, -72.57263999999999 42.601121, -72.569788 42.60384699999999, -72.566751 42.60617999999999, -72.56159099999999 42.609223, -72.558014 42.611345, -72.55419499999999 42.612218, -72.55268599999999 42.612195, -72.55275 42.611755, -72.552711 42.611061, -72.549421 42.607472, -72.546139 42.605366, -72.54543 42.603535, -72.545085 42.598096, -72.54423 42.597155, -72.54109799999999 42.596399, -72.53906599999999 42.596781, -72.532703 42.593305, -72.530976 42.590644, -72.529286 42.59012, -72.528622 42.58951, -72.536193 42.588467, -72.53810299999999 42.588605, -72.54554499999999 42.593359, -72.549193 42.592947, -72.550174 42.596552, -72.55989799999999 42.591654, -72.56087699999999 42.591046, -72.56098 42.588835, -72.565337 42.589466, -72.566052 42.589445, -72.572518 42.586867, -72.57319199999999 42.586854, -72.57470499999999 42.579422, -72.575085 42.579375, -72.578138 42.578488, -72.57836399999999 42.578898, -72.57954699999999 42.580589, -72.58021699999999 42.586771, -72.580708 42.587653, -72.58299 42.589959, -72.58317599999999 42.59240399999999))"
403,25,011,040702,1400000US25011040702,25011040702,407.02,CT,73085336,2218411,"POLYGON ((-72.57319199999999 42.586854, -72.572518 42.586867, -72.566052 42.589445, -72.565337 42.589466, -72.56098 42.588835, -72.56087699999999 42.591046, -72.55989799999999 42.591654, -72.550174 42.596552, -72.549193 42.592947, -72.54554499999999 42.593359, -72.53810299999999 42.588605, -72.536193 42.588467, -72.528622 42.58951, -72.529286 42.59012, -72.530976 42.590644, -72.532703 42.593305, -72.53906599999999 42.596781, -72.531909 42.599346, -72.528887 42.600834, -72.52376599999999 42.603915, -72.52059199999999 42.604502, -72.514366 42.604415, -72.506745 42.603769, -72.505628 42.603027, -72.50445599999999 42.59988999999999, -72.50030599999999 42.596771, -72.49707099999999 42.597569, -72.49637799999999 42.596896, -72.496173 42.595807, -72.49642299999999 42.593875, -72.49507699999999 42.592729, -72.497856 42.589688, -72.498074 42.585771, -72.503663 42.58061499999999, -72.50350999999999 42.580368, -72.50224799999999 42.579614, -72.497691 42.580089, -72.49320899999999 42.580735, -72.490574 42.579151, -72.48783299999999 42.578354, -72.481725 42.579235, -72.48074099999999 42.57903899999999, -72.47724699999999 42.576676, -72.476264 42.57525, -72.474379 42.574101, -72.47355399999999 42.573956, -72.470432 42.574512, -72.466104 42.576718, -72.463959 42.574237, -72.464259 42.570382, -72.462377 42.566632, -72.45970199999999 42.563202, -72.455563 42.5606, -72.45393299999999 42.558297, -72.452754 42.554629, -72.453626 42.549745, -72.45964099999999 42.516427, -72.520928 42.510223, -72.55676699999999 42.506495, -72.555307 42.508723, -72.555162 42.510658, -72.55645299999999 42.513124, -72.563374 42.519461, -72.567038 42.52452299999999, -72.56826699999999 42.528201, -72.568862 42.531096, -72.56828399999999 42.534648, -72.56392099999999 42.541436, -72.561249 42.546808, -72.55756 42.551634, -72.555796 42.554748, -72.556146 42.56238, -72.55715599999999 42.566424, -72.55994799999999 42.570576, -72.561087 42.574647, -72.562043 42.575582, -72.56526099999999 42.577121, -72.570418 42.578836, -72.57470499999999 42.579422, -72.57319199999999 42.586854))"
404,25,011,041000,1400000US25011041000,25011041000,410,CT,28376961,268388,"POLYGON ((-72.638541 42.623044, -72.63303999999999 42.645351, -72.620898 42.64687199999999, -72.61563699999999 42.647462, -72.58579499999999 42.650908, -72.553281 42.65479699999999, -72.56266099999999 42.647839, -72.57743499999999 42.634707, -72.580282 42.631669, -72.582505 42.628675, -72.583524 42.62864, -72.590852 42.620315, -72.59737299999999 42.615171, -72.606887 42.610516, -72.61198499999999 42.606651, -72.615326 42.601841, -72.61846899999999 42.593165, -72.62096799999999 42.586053, -72.62172699999999 42.583337, -72.62056299999999 42.577788, -72.620176 42.570326, -72.622483 42.571049, -72.624015 42.570609, -72.629741 42.578738, -72.636821 42.577985, -72.649929 42.576874, -72.638541 42.623044))"
405,25,013,801300,1400000US25013801300,25013801300,8013,CT,1657927,0,"POLYGON ((-72.58178599999999 42.115454, -72.571737 42.123468, -72.56692799999999 42.126366, -72.569692 42.122802, -72.57016999999999 42.121486, -72.566076 42.120923, -72.562862 42.11502, -72.563316 42.114505, -72.562119 42.112202, -72.56358899999999 42.111764, -72.56438799999999 42.111505, -72.567031 42.110668, -72.56916199999999 42.110295, -72.574309 42.109373, -72.577035 42.10807399999999, -72.578816 42.110461, -72.57849399999999 42.112554, -72.581639 42.11533, -72.58178599999999 42.115454))"
406,25,017,342202,1400000US25017342202,25017342202,3422.02,CT,475303,0,"POLYGON ((-71.05283299999999 42.421163, -71.050663 42.422748, -71.042793 42.423341, -71.04093399999999 42.42345, -71.04271899999999 42.421463, -71.044917 42.419008, -71.046674 42.416982, -71.04819599999999 42.415147, -71.04952399999999 42.417336, -71.049992 42.417725, -71.05458 42.420034, -71.05283299999999 42.421163))"
407,25,017,342400,1400000US25017342400,25017342400,3424,CT,3940885,634266,"POLYGON ((-71.075988 42.39970599999999, -71.072807 42.40381, -71.071297 42.406922, -71.07355199999999 42.409393, -71.07199 42.411883, -71.073196 42.412996, -71.073296 42.414796, -71.071079 42.414912, -71.06525599999999 42.40811, -71.06420799999999 42.40822, -71.06221499999999 42.408336, -71.059303 42.408897, -71.056113 42.409534, -71.05359899999999 42.411921, -71.052025 42.410811, -71.052173 42.410646, -71.05515199999999 42.407462, -71.055567 42.40705699999999, -71.05941899999999 42.402987, -71.05976 42.402385, -71.0573 42.403062, -71.05296199999999 42.40302399999999, -71.047629 42.402393, -71.041505 42.401657, -71.040887 42.401749, -71.048208 42.396621, -71.05156699999999 42.39753, -71.052995 42.396196, -71.05000199999999 42.393471, -71.05069499999999 42.391996, -71.055295 42.387097, -71.05552399999999 42.387119, -71.057395 42.387297, -71.06569499999999 42.386596, -71.07089599999999 42.388996, -71.071105 42.389846, -71.06741 42.393476, -71.06736699999999 42.39529599999999, -71.069322 42.394022, -71.07269599999999 42.39079599999999, -71.07349599999999 42.391796, -71.075586 42.395247, -71.075996 42.396396, -71.075988 42.39970599999999))"
408,25,017,350500,1400000US25017350500,25017350500,3505,CT,225395,0,"POLYGON ((-71.127246 42.403293, -71.12496399999999 42.402291, -71.124326 42.40203, -71.122225 42.401458, -71.12174999999999 42.401329, -71.12072999999999 42.401096, -71.119089 42.4008, -71.116962 42.400913, -71.118915 42.399435, -71.120896 42.398528, -71.12216599999999 42.396674, -71.122901 42.396991, -71.123672 42.39792, -71.12415899999999 42.398518, -71.124567 42.399034, -71.12614599999999 42.401039, -71.127246 42.403293))"
409,25,017,350700,1400000US25017350700,25017350700,3507,CT,783925,29480,"POLYGON ((-71.134528 42.40581299999999, -71.13386899999999 42.407042, -71.13241499999999 42.40900999999999, -71.132887 42.411973, -71.13251699999999 42.414573, -71.132435 42.415216, -71.131584 42.41579, -71.131629 42.416622, -71.126749 42.418152, -71.126121 42.417647, -71.126992 42.41663, -71.12992199999999 42.413327, -71.12703999999999 42.412328, -71.128101 42.41072, -71.12615 42.40926899999999, -71.127202 42.407682, -71.12493599999999 42.406837, -71.12583699999999 42.405437, -71.127246 42.403293, -71.128658 42.403998, -71.128485 42.402746, -71.130724 42.400922, -71.13130000000001 42.40158, -71.133628 42.403483, -71.134635 42.404259, -71.134528 42.40581299999999))"
