"GEO_ID","NAME","B03002_001E","B03002_001M","B03002_002E","B03002_002M","B03002_003E","B03002_003M","B03002_004E","B03002_004M","B03002_005E","B03002_005M","B03002_006E","B03002_006M","B03002_007E","B03002_007M","B03002_008E","B03002_008M","B03002_009E","B03002_009M","B03002_010E","B03002_010M","B03002_011E","B03002_011M","B03002_012E","B03002_012M","B03002_013E","B03002_013M","B03002_014E","B03002_014M","B03002_015E","B03002_015M","B03002_016E","B03002_016M","B03002_017E","B03002_017M","B03002_018E","B03002_018M","B03002_019E","B03002_019M","B03002_020E","B03002_020M","B03002_021E","B03002_021M"
"id","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Not Hispanic or Latino:","Margin of Error!!Total:!!Not Hispanic or Latino:","Estimate!!Total:!!Not Hispanic or Latino:!!White alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!White alone","Estimate!!Total:!!Not Hispanic or Latino:!!Black or African American alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Black or African American alone","Estimate!!Total:!!Not Hispanic or Latino:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!American Indian and Alaska Native alone","Estimate!!Total:!!Not Hispanic or Latino:!!Asian alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Asian alone","Estimate!!Total:!!Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Not Hispanic or Latino:!!Some other race alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Some other race alone","Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:","Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:","Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Estimate!!Total:!!Hispanic or Latino:","Margin of Error!!Total:!!Hispanic or Latino:","Estimate!!Total:!!Hispanic or Latino:!!White alone","Margin of Error!!Total:!!Hispanic or Latino:!!White alone","Estimate!!Total:!!Hispanic or Latino:!!Black or African American alone","Margin of Error!!Total:!!Hispanic or Latino:!!Black or African American alone","Estimate!!Total:!!Hispanic or Latino:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!Hispanic or Latino:!!American Indian and Alaska Native alone","Estimate!!Total:!!Hispanic or Latino:!!Asian alone","Margin of Error!!Total:!!Hispanic or Latino:!!Asian alone","Estimate!!Total:!!Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Hispanic or Latino:!!Some other race alone","Margin of Error!!Total:!!Hispanic or Latino:!!Some other race alone","Estimate!!Total:!!Hispanic or Latino:!!Two or more races:","Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:","Estimate!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races"
"0600000US2500522130","Fairhaven town, Bristol County, Massachusetts","16045","38","15718","202","14531","496","110","93","0","19","576","392","0","19","369","289","132","79","0","19","132","79","327","200","84","58","0","19","0","19","0","19","21","34","192","163","30","34","30","34","0","19"
"0600000US2500523000","Fall River city, Bristol County, Massachusetts","89388","60","79968","1099","69030","1246","4729","884","124","105","1680","513","0","29","741","381","3664","644","249","107","3415","625","9420","1097","3025","716","509","213","0","29","45","60","43","68","5485","927","313","195","111","89","202","178"
"0600000US2500525240","Freetown town, Bristol County, Massachusetts","9299","41","9019","166","8655","282","44","45","6","11","66","73","0","17","37","45","211","149","35","52","176","119","280","163","134","97","0","17","0","17","0","17","0","17","81","103","65","94","0","17","65","94"
"0600000US2500538225","Mansfield town, Bristol County, Massachusetts","23947","30","22977","543","20686","680","466","236","0","23","1442","389","0","23","80","93","303","159","0","23","303","159","970","540","788","503","93","146","52","61","0","23","0","23","24","37","13","21","0","23","13","21"
"0600000US2500545000","New Bedford city, Bristol County, Massachusetts","95239","89","75413","1113","57575","1451","6051","854","27","23","1476","385","25","38","6820","989","3439","628","1528","430","1911","436","19826","1106","2908","560","585","222","51","47","0","29","0","29","14755","1053","1527","414","969","325","558","286"
"0600000US2500546575","North Attleborough town, Bristol County, Massachusetts","29180","27","27536","605","24561","686","570","293","25","42","1779","487","0","23","31","41","570","285","69","86","501","276","1644","607","1003","418","0","23","0","23","23","33","0","23","384","395","234","157","102","111","132","112"
"0600000US2500549970","Norton town, Bristol County, Massachusetts","19745","29","19204","245","17839","406","749","264","15","23","295","103","0","19","42","37","264","144","0","19","264","144","541","238","375","214","60","54","0","19","0","19","0","19","98","74","8","12","8","12","0","19"
"0600000US2500556060","Raynham town, Bristol County, Massachusetts","14196","23","13910","149","13242","406","247","258","0","19","128","78","0","19","40","47","253","139","39","47","214","135","286","151","178","114","1","3","0","19","0","19","0","19","36","45","71","68","71","68","0","19"
"0600000US2500556375","Rehoboth town, Bristol County, Massachusetts","12173","23","11833","224","11242","354","64","84","0","19","173","189","25","37","14","22","315","201","30","32","285","198","340","224","267","220","22","37","0","19","0","19","9","15","31","38","11","16","0","19","11","16"
"0600000US2500560645","Seekonk town, Bristol County, Massachusetts","15441","20","15048","262","14245","502","107","103","0","19","194","241","76","119","31","47","395","293","259","274","136","127","393","263","288","245","42","68","0","19","0","19","0","19","29","36","34","53","0","19","34","53"
"0600000US2500562430","Somerset town, Bristol County, Massachusetts","18165","24","18000","103","17711","203","89","125","0","19","56","58","0","19","59","58","85","116","70","114","15","22","165","100","151","99","0","19","0","19","0","19","0","19","0","19","14","21","14","21","0","19"
"0600000US2500568750","Swansea town, Bristol County, Massachusetts","16567","23","16490","54","15963","278","19","21","36","66","181","136","0","19","37","41","254","208","95","131","159","150","77","49","53","50","6","10","0","19","0","19","0","19","18","22","0","19","0","19","0","19"
"0600000US2500569170","Taunton city, Bristol County, Massachusetts","57124","40","51958","932","42826","1327","4789","1018","12","18","1050","367","0","29","1673","675","1608","418","157","101","1451","418","5166","937","2797","758","237","146","3","7","9","14","0","29","1416","462","704","458","462","430","242","172"
"0600000US2500577570","Westport town, Bristol County, Massachusetts","15925","20","15652","256","15452","300","10","15","0","19","37","39","0","19","0","19","153","95","0","19","153","95","273","257","185","240","1","2","0","19","0","19","0","19","49","73","38","45","37","46","1","2"
"0600000US2500701585","Aquinnah town, Dukes County, Massachusetts","531","186","471","161","295","80","0","12","116","108","2","3","0","12","1","2","57","52","5","10","52","48","60","99","60","99","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"0600000US2500713800","Chilmark town, Dukes County, Massachusetts","1222","258","1164","254","1143","254","11","23","0","12","3","5","0","12","0","12","7","7","0","12","7","7","58","61","10","11","17","23","0","12","0","12","0","12","0","12","31","50","0","12","31","50"
"0600000US2500721150","Edgartown town, Dukes County, Massachusetts","4320","17","4020","177","3487","277","52","40","0","12","31","70","0","12","97","117","353","203","0","12","353","203","300","177","245","250","0","12","27","70","0","12","0","12","28","70","0","12","0","12","0","12"
"0600000US2500726325","Gosnold town, Dukes County, Massachusetts","49","22","49","22","49","22","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"0600000US2500750390","Oak Bluffs town, Dukes County, Massachusetts","4665","33","4567","114","4080","271","217","202","0","12","0","12","0","12","111","111","159","184","38","48","121","179","98","111","80","108","18","40","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"0600000US2500769940","Tisbury town, Dukes County, Massachusetts","4107","25","4055","68","3507","215","423","182","0","12","0","12","0","12","94","94","31","55","0","12","31","55","52","65","0","12","51","65","0","12","0","12","0","12","1","4","0","12","0","12","0","12"
"0600000US2500778235","West Tisbury town, Dukes County, Massachusetts","2418","313","2356","321","2250","326","24","28","0","12","23","30","0","12","0","12","59","41","0","12","59","41","62","60","41","60","0","12","0","12","0","12","0","12","14","22","7","13","0","12","7","13"
"0600000US2500900000","County subdivisions not defined, Essex County, Massachusetts","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"0600000US2500901260","Amesbury Town city, Essex County, Massachusetts","17434","46","16998","222","16354","288","99","78","20","31","189","96","0","19","0","19","336","126","0","19","336","126","436","215","405","199","0","19","28","44","0","19","0","19","3","7","0","19","0","19","0","19"
"0600000US2500901465","Andover town, Essex County, Massachusetts","35816","55","34048","428","27139","761","945","417","11","19","5250","467","0","26","5","11","698","208","57","53","641","208","1768","430","1467","384","13","23","14","23","25","29","0","26","201","152","48","52","25","40","23","26"
"0600000US2500905595","Beverly city, Essex County, Massachusetts","41885","25","39740","614","37088","709","686","261","40","52","881","328","5","11","41","46","999","329","104","92","895","316","2145","612","1471","508","201","174","0","26","22","37","23","36","313","181","115","75","16","28","99","71"
"0600000US2500907420","Boxford town, Essex County, Massachusetts","8282","16","8086","153","7747","239","0","17","0","17","163","119","0","17","0","17","176","157","0","17","176","157","196","151","83","81","0","17","0","17","0","17","0","17","0","17","113","126","0","17","113","126"
"0600000US2500916250","Danvers town, Essex County, Massachusetts","27586","21","26192","403","24165","719","638","427","16","28","715","301","0","23","23","25","635","303","26","30","609","300","1394","397","1120","370","35","58","0","23","0","23","0","23","227","150","12","19","0","23","12","19"
"0600000US2500921850","Essex town, Essex County, Massachusetts","3745","20","3734","26","3707","35","0","12","0","12","0","12","0","12","0","12","27","28","9","13","18","25","11","18","0","12","0","12","0","12","0","12","0","12","11","18","0","12","0","12","0","12"
"0600000US2500925625","Georgetown town, Essex County, Massachusetts","8695","20","8392","156","8103","244","44","51","33","52","107","99","0","17","0","17","105","104","0","17","105","104","303","155","231","113","24","48","0","17","0","17","0","17","48","59","0","17","0","17","0","17"
"0600000US2500926150","Gloucester city, Essex County, Massachusetts","30162","26","29425","270","27724","560","428","229","13","20","587","294","0","26","27","40","646","344","0","26","646","344","737","264","512","192","74","102","0","26","0","26","0","26","110","159","41","49","11","18","30","46"
"0600000US2500927620","Groveland town, Essex County, Massachusetts","6780","25","6565","168","6500","181","0","17","0","17","47","59","0","17","0","17","18","28","0","17","18","28","215","171","168","148","0","17","18","29","0","17","0","17","29","47","0","17","0","17","0","17"
"0600000US2500927900","Hamilton town, Essex County, Massachusetts","8031","22","7911","92","7305","285","21","19","0","17","478","271","17","31","12","19","78","57","2","4","76","56","120","88","93","82","0","17","0","17","0","17","0","17","14","21","13","22","0","17","13","22"
"0600000US2500929405","Haverhill city, Essex County, Massachusetts","63533","30","48811","1151","44300","1201","1941","465","42","56","845","289","0","29","111","150","1572","475","87","52","1485","470","14722","1144","6714","1174","369","165","22","37","1","4","23","38","6716","1270","877","357","181","110","696","325"
"0600000US2500932310","Ipswich town, Essex County, Massachusetts","13963","25","13382","246","12839","361","286","213","0","19","127","73","0","19","0","19","130","96","7","13","123","96","581","248","342","209","15","24","0","19","1","2","0","19","197","168","26","27","13","19","13","19"
"0600000US2500934550","Lawrence city, Essex County, Massachusetts","79942","48","15479","990","11856","885","1775","502","0","29","1321","383","0","29","350","204","177","91","14","17","163","88","64463","990","30376","2150","2755","653","249","153","42","65","0","29","28728","2126","2313","619","914","329","1399","563"
"0600000US2500937490","Lynn city, Essex County, Massachusetts","93743","65","53648","1328","33635","1087","10164","813","168","123","6750","743","92","93","680","357","2159","424","218","107","1941","423","40095","1326","11893","1412","2638","784","189","141","75","46","0","29","21273","1649","4027","872","1287","406","2740","824"
"0600000US2500937560","Lynnfield town, Essex County, Massachusetts","12894","43","12580","237","11693","374","76","82","0","19","564","251","0","19","0","19","247","164","0","19","247","164","314","234","212","218","82","125","0","19","0","19","0","19","20","30","0","19","0","19","0","19"
"0600000US2500937995","Manchester-by-the-Sea town, Essex County, Massachusetts","5383","18","5301","76","5228","106","0","17","0","17","39","42","0","17","0","17","34","54","0","17","34","54","82","76","82","76","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17"
"0600000US2500938400","Marblehead town, Essex County, Massachusetts","20500","40","19483","420","18677","516","285","263","0","23","287","148","0","23","52","58","182","142","0","23","182","142","1017","413","920","399","50","84","0","23","0","23","0","23","37","45","10","16","10","16","0","23"
"0600000US2500940430","Merrimac town, Essex County, Massachusetts","6890","19","6724","130","6590","184","16","32","0","17","69","72","0","17","0","17","49","77","0","17","49","77","166","129","75","101","0","17","0","17","0","17","0","17","91","82","0","17","0","17","0","17"
"0600000US2500940710","Methuen Town city, Essex County, Massachusetts","50282","59","35445","1158","30602","1265","1591","451","9","15","2048","500","0","29","174","136","1021","456","35","26","986","455","14837","1163","6885","1268","567","270","126","145","27","41","0","29","6299","1030","933","417","233","131","700","398"
"0600000US2500941095","Middleton town, Essex County, Massachusetts","9872","17","9262","146","8910","213","77","48","5","10","123","75","0","17","0","17","147","103","0","17","147","103","610","146","262","105","68","44","0","17","0","17","0","17","92","76","188","72","9","16","179","78"
"0600000US2500943580","Nahant town, Essex County, Massachusetts","3502","20","3449","45","3341","77","0","12","0","12","78","55","0","12","0","12","30","32","0","12","30","32","53","42","17","19","0","12","0","12","0","12","0","12","33","37","3","5","1","2","2","4"
"0600000US2500945175","Newbury town, Essex County, Massachusetts","7060","34","6850","228","6501","365","19","23","0","17","112","105","0","17","170","223","48","59","0","17","48","59","210","221","116","182","54","89","0","17","0","17","0","17","0","17","40","92","0","17","40","92"
"0600000US2500945245","Newburyport city, Essex County, Massachusetts","18077","30","17568","249","16712","570","296","336","0","19","405","359","0","19","0","19","155","115","0","19","155","115","509","248","303","196","14","22","0","19","0","19","0","19","42","45","150","90","0","19","150","90"
"0600000US2500946365","North Andover town, Essex County, Massachusetts","30842","28","28510","516","25018","638","944","518","8","16","1883","342","0","26","18","30","639","179","0","26","639","179","2332","517","1459","402","163","152","14","21","0","26","0","26","623","424","73","91","26","36","47","78"
"0600000US2500952490","Peabody city, Essex County, Massachusetts","52906","40","47672","836","43772","1090","1745","519","179","130","590","299","0","29","238","214","1148","529","398","384","750","357","5234","838","3791","872","256","192","13","21","0","29","0","29","870","365","304","149","151","102","153","125"
"0600000US2500957880","Rockport town, Essex County, Massachusetts","7231","18","7179","50","6980","190","4","8","0","17","4","9","0","17","111","174","80","70","0","17","80","70","52","48","32","35","0","17","0","17","0","17","0","17","20","27","0","17","0","17","0","17"
"0600000US2500958405","Rowley town, Essex County, Massachusetts","6372","19","6321","70","6076","189","74","115","0","17","68","73","0","17","0","17","103","81","0","17","103","81","51","63","37","46","0","17","0","17","0","17","0","17","14","27","0","17","0","17","0","17"
"0600000US2500959105","Salem city, Essex County, Massachusetts","43252","33","35542","746","31076","965","2040","727","144","113","1085","313","0","26","126","107","1071","445","96","91","975","430","7710","751","3100","624","815","389","127","145","0","26","0","26","3103","545","565","212","214","132","351","185"
"0600000US2500959245","Salisbury town, Essex County, Massachusetts","9360","51","9025","174","8688","269","67","62","0","17","104","115","22","34","81","111","63","79","0","17","63","79","335","174","289","169","0","17","12","19","0","17","0","17","6","10","28","31","17","26","11","18"
"0600000US2500960015","Saugus town, Essex County, Massachusetts","28215","40","25776","689","23505","642","575","306","96","117","1065","341","0","23","61","102","474","189","28","37","446","190","2439","686","2086","637","19","31","0","23","0","23","0","23","321","293","13","20","13","20","0","23"
"0600000US2500968645","Swampscott town, Essex County, Massachusetts","15002","48","14627","282","13757","526","226","202","0","19","331","272","0","19","0","19","313","246","21","32","292","245","375","281","274","257","0","19","0","19","0","19","0","19","95","104","6","11","0","19","6","11"
"0600000US2500970150","Topsfield town, Essex County, Massachusetts","6568","27","6458","85","6229","185","9","15","0","17","172","149","0","17","0","17","48","58","0","17","48","58","110","84","89","80","0","17","0","17","0","17","0","17","16","24","5","12","0","17","5","12"
"0600000US2500974595","Wenham town, Essex County, Massachusetts","5240","21","4957","112","4603","154","128","62","0","17","165","71","4","8","9","13","48","39","19","25","29","32","283","111","239","109","13","19","0","17","10","20","0","17","11","15","10","20","0","17","10","20"
"0600000US2500977150","West Newbury town, Essex County, Massachusetts","4631","17","4509","104","4455","112","0","12","0","12","44","39","0","12","0","12","10","16","0","12","10","16","122","101","122","101","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"0600000US2501102095","Ashfield town, Franklin County, Massachusetts","1449","140","1410","139","1362","134","1","3","2","4","7","11","0","12","3","5","35","21","3","5","32","20","39","37","22","32","0","12","0","12","0","12","0","12","5","6","12","13","6","9","6","8"
"0600000US2501105560","Bernardston town, Franklin County, Massachusetts","2064","176","2056","177","2044","178","0","12","0","12","0","12","0","12","6","8","6","8","6","8","0","12","8","12","0","12","0","12","0","12","0","12","0","12","8","12","0","12","0","12","0","12"
"0600000US2501109595","Buckland town, Franklin County, Massachusetts","1950","230","1942","228","1758","190","42","105","0","12","96","60","0","12","0","12","46","37","0","12","46","37","8","11","8","11","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"0600000US2501112505","Charlemont town, Franklin County, Massachusetts","1086","143","1059","142","996","139","0","12","0","12","10","8","0","12","0","12","53","36","0","12","53","36","27","23","22","22","0","12","0","12","0","12","0","12","0","12","5","6","3","4","2","3"
"0600000US2501114885","Colrain town, Franklin County, Massachusetts","1771","165","1742","169","1718","166","8","12","0","12","0","12","0","12","0","12","16","12","0","12","16","12","29","24","26","24","0","12","0","12","0","12","0","12","0","12","3","5","0","12","3","5"
"0600000US2501115200","Conway town, Franklin County, Massachusetts","1968","153","1916","153","1905","152","0","12","0","12","3","5","0","12","0","12","8","11","0","12","8","11","52","53","39","40","0","12","0","12","0","12","0","12","10","15","3","5","0","12","3","5"
"0600000US2501116670","Deerfield town, Franklin County, Massachusetts","5017","20","4820","114","4528","252","141","214","0","17","18","24","0","17","0","17","133","100","8","16","125","98","197","111","121","83","17","27","0","17","0","17","0","17","0","17","59","60","0","17","59","60"
"0600000US2501121780","Erving town, Franklin County, Massachusetts","1740","176","1689","175","1615","174","24","37","16","22","0","12","0","12","0","12","34","26","8","10","26","20","51","33","51","33","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"0600000US2501125730","Gill town, Franklin County, Massachusetts","1596","174","1586","173","1434","187","88","151","0","12","48","68","0","12","0","12","16","13","4","6","12","12","10","14","9","13","1","3","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"0600000US2501127100","Greenfield Town city, Franklin County, Massachusetts","17375","25","16044","253","15094","287","333","145","7","13","220","111","0","19","14","14","376","133","0","19","376","133","1331","252","639","193","58","49","6","9","7","12","0","19","569","242","52","35","32","31","20","22"
"0600000US2501129475","Hawley town, Franklin County, Massachusetts","370","72","356","69","339","70","6","15","0","12","11","15","0","12","0","12","0","12","0","12","0","12","14","18","12","18","0","12","0","12","0","12","0","12","0","12","2","3","0","12","2","3"
"0600000US2501129650","Heath town, Franklin County, Massachusetts","746","165","728","151","712","143","0","12","1","3","0","12","0","12","0","12","15","14","0","12","15","14","18","23","18","23","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"0600000US2501135180","Leverett town, Franklin County, Massachusetts","2001","159","1976","160","1892","161","6","11","6","8","42","28","0","12","3","5","27","22","0","12","27","22","25","25","20","23","0","12","0","12","0","12","0","12","5","7","0","12","0","12","0","12"
"0600000US2501135285","Leyden town, Franklin County, Massachusetts","710","112","704","111","704","111","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","6","7","6","7","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"0600000US2501142040","Monroe town, Franklin County, Massachusetts","87","33","87","33","87","33","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"0600000US2501142285","Montague town, Franklin County, Massachusetts","8279","21","7929","219","7358","281","160","130","127","96","19","24","0","17","0","17","265","188","0","17","265","188","350","219","127","137","0","17","0","17","0","17","0","17","175","175","48","37","26","32","22","33"
"0600000US2501145490","New Salem town, Franklin County, Massachusetts","1009","109","1005","109","929","100","0","12","7","12","3","5","0","12","14","14","52","37","0","12","52","37","4","7","0","12","0","12","0","12","0","12","0","12","4","7","0","12","0","12","0","12"
"0600000US2501147835","Northfield town, Franklin County, Massachusetts","2981","15","2860","169","2821","176","8","11","0","12","6","11","0","12","0","12","25","36","0","12","25","36","121","168","0","12","0","12","0","12","0","12","0","12","121","168","0","12","0","12","0","12"
"0600000US2501151265","Orange town, Franklin County, Massachusetts","7644","18","7456","102","7239","137","43","36","29","34","66","54","0","17","0","17","79","53","0","17","79","53","188","101","140","77","0","17","0","17","0","17","0","17","0","17","48","52","0","17","48","52"
"0600000US2501158335","Rowe town, Franklin County, Massachusetts","441","59","432","58","427","58","5","6","0","12","0","12","0","12","0","12","0","12","0","12","0","12","9","8","2","5","0","12","0","12","0","12","0","12","3","4","4","4","1","2","3","4"
"0600000US2501161135","Shelburne town, Franklin County, Massachusetts","1649","185","1640","185","1577","176","10","12","3","6","47","59","0","12","0","12","3","5","0","12","3","5","9","12","9","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"0600000US2501161905","Shutesbury town, Franklin County, Massachusetts","1755","135","1677","140","1545","115","13","16","0","12","21","20","0","12","6","8","92","58","4","7","88","57","78","35","55","31","0","12","3","4","0","12","0","12","9","10","11","15","10","14","1","3"
"0600000US2501168400","Sunderland town, Franklin County, Massachusetts","3647","16","3468","82","2901","227","43","65","0","12","252","157","106","146","0","12","166","101","36","59","130","85","179","81","103","61","20","28","0","12","11","19","0","12","0","12","45","49","0","12","45","49"
"0600000US2501173265","Warwick town, Franklin County, Massachusetts","796","111","780","112","757","113","0","12","2","3","4","7","0","12","0","12","17","15","0","12","17","15","16","9","12","7","0","12","0","12","0","12","0","12","4","5","0","12","0","12","0","12"
"0600000US2501174525","Wendell town, Franklin County, Massachusetts","862","122","851","123","760","115","38","54","0","12","7","9","0","12","0","12","46","39","0","12","46","39","11","10","7","8","1","4","0","12","0","12","0","12","1","3","2","3","0","12","2","3"
"0600000US2501179110","Whately town, Franklin County, Massachusetts","1584","283","1529","266","1510","266","0","12","0","12","10","17","0","12","0","12","9","12","0","12","9","12","55","56","20","21","0","12","0","12","0","12","0","12","7","11","28","41","28","41","0","12"
"0600000US2501300840","Agawam Town city, Hampden County, Massachusetts","28696","25","27152","481","25519","545","609","234","6","12","450","219","0","23","0","23","568","295","0","23","568","295","1544","481","1295","445","15","24","0","23","109","170","0","23","74","66","51","55","32","53","19","23"
"0600000US2501306085","Blandford town, Hampden County, Massachusetts","1105","173","1087","172","1074","171","0","12","4","5","0","12","0","12","0","12","9","14","0","12","9","14","18","16","18","16","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"0600000US2501308470","Brimfield town, Hampden County, Massachusetts","3658","17","3578","69","3365","199","141","168","0","12","18","22","0","12","0","12","54","59","0","12","54","59","80","67","68","60","0","12","0","12","0","12","0","12","0","12","12","18","0","12","12","18"
"0600000US2501313485","Chester town, Hampden County, Massachusetts","1470","169","1466","169","1456","165","4","6","0","12","0","12","0","12","0","12","6","9","0","12","6","9","4","5","4","5","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"0600000US2501313660","Chicopee city, Hampden County, Massachusetts","55421","43","43801","957","39456","1165","2296","557","56","59","1306","511","0","29","29","37","658","255","10","15","648","253","11620","957","8100","991","560","250","0","29","0","29","0","29","2432","680","528","298","398","289","130","92"
"0600000US2501319645","East Longmeadow town, Hampden County, Massachusetts","16242","38","15613","374","13848","539","756","433","19","29","714","369","0","19","9","15","267","171","0","19","267","171","629","374","560","376","14","23","0","19","0","19","0","19","42","45","13","21","13","21","0","19"
"0600000US2501326675","Granville town, Hampden County, Massachusetts","1691","190","1630","186","1615","186","0","12","0","12","3","5","0","12","0","12","12","13","0","12","12","13","61","57","61","57","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"0600000US2501328075","Hampden town, Hampden County, Massachusetts","5178","39","4985","134","4861","165","10","11","21","33","38","37","0","17","13","20","42","43","16","25","26","26","193","124","130","88","0","17","0","17","0","17","0","17","63","94","0","17","0","17","0","17"
"0600000US2501330665","Holland town, Hampden County, Massachusetts","2630","250","2565","243","2523","245","21","27","4","7","0","12","0","12","0","12","17","17","0","12","17","17","65","48","44","42","0","12","0","12","0","12","0","12","13","15","8","11","8","11","0","12"
"0600000US2501330840","Holyoke city, Hampden County, Massachusetts","40241","59","18537","821","16636","840","1162","317","78","74","239","128","0","26","3","8","419","202","0","26","419","202","21704","821","18582","873","664","271","55","70","35","39","35","51","1721","377","612","289","141","80","471","291"
"0600000US2501336300","Longmeadow town, Hampden County, Massachusetts","15791","22","14711","521","13331","538","150","80","0","19","933","173","0","19","1","2","296","183","0","19","296","183","1080","519","888","496","0","19","8","12","0","19","0","19","89","81","95","96","48","46","47","62"
"0600000US2501337175","Ludlow town, Hampden County, Massachusetts","21291","23","19454","473","18577","542","225","126","24","34","222","158","0","23","0","23","406","215","0","23","406","215","1837","470","1092","441","77","126","0","23","21","35","0","23","510","252","137","134","137","134","0","23"
"0600000US2501342145","Monson town, Hampden County, Massachusetts","8779","17","8644","101","8418","142","96","73","0","17","45","66","0","17","10","17","75","56","0","17","75","56","135","99","55","47","0","17","0","17","35","52","0","17","26","41","19","24","0","17","19","24"
"0600000US2501342530","Montgomery town, Hampden County, Massachusetts","798","111","787","110","755","106","4","4","0","12","10","15","0","12","2","4","16","14","0","12","16","14","11","11","11","11","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"0600000US2501352144","Palmer Town city, Hampden County, Massachusetts","12237","21","11681","266","10691","413","261","200","0","19","240","204","0","19","0","19","489","277","0","19","489","277","556","267","302","157","12","20","0","19","0","19","0","19","104","122","138","172","114","167","24","39"
"0600000US2501358650","Russell town, Hampden County, Massachusetts","1470","223","1408","217","1316","195","42","33","5","6","0","12","0","12","0","12","45","31","0","12","45","31","62","69","62","69","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"0600000US2501365825","Southwick town, Hampden County, Massachusetts","9720","25","9381","187","9024","261","7","11","38","53","164","109","0","17","0","17","148","171","0","17","148","171","339","190","277","185","0","17","0","17","0","17","0","17","62","80","0","17","0","17","0","17"
"0600000US2501367000","Springfield city, Hampden County, Massachusetts","154139","66","84838","1245","48145","1358","28543","1123","312","181","3927","654","11","17","417","266","3483","702","204","121","3279","706","69301","1240","49469","2152","3735","719","366","202","230","137","0","29","12033","1416","3468","808","1210","431","2258","706"
"0600000US2501370045","Tolland town, Hampden County, Massachusetts","530","97","528","96","501","92","0","12","8","13","0","12","0","12","3","4","16","15","7","11","9","10","2","3","2","3","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"0600000US2501372390","Wales town, Hampden County, Massachusetts","2088","220","1973","202","1948","204","6","6","3","6","0","12","0","12","0","12","16","19","0","12","16","19","115","89","103","88","0","12","0","12","0","12","4","6","3","5","5","7","0","12","5","7"
"0600000US2501376030","Westfield city, Hampden County, Massachusetts","41449","39","37491","792","35235","1026","598","247","46","57","1167","550","0","26","9","13","436","191","17","30","419","189","3958","792","3042","744","85","85","0","26","0","26","71","103","692","306","68","72","24","33","44","48"
